,comp1,comp2,w
25677,2016.comp.600635,2016.comp.600611,4
25678,2016.comp.600635,2016.comp.600635,17
25679,2016.comp.600635,2016.comp.600663,1
25680,2016.comp.600635,2016.comp.600708,1
25681,2016.comp.600635,2016.comp.600820,1
25682,2016.comp.600635,2016.comp.600833,1
25683,2016.comp.600635,2016.comp.600097,1
25684,2017.comp.600611,2017.comp.2454,1
25685,2017.comp.600611,2017.comp.600611,13
25686,2017.comp.600611,2017.comp.600635,4
25687,2017.comp.600611,2017.comp.600708,1
25688,2017.comp.600635,2017.comp.2454,1
25689,2017.comp.600635,2017.comp.2912,1
25690,2017.comp.600635,2017.comp.300059,1
25691,2017.comp.600635,2017.comp.600611,4
25692,2017.comp.600635,2017.comp.600635,22
25693,2017.comp.600635,2017.comp.600708,1
25694,2018.comp.600611,2018.comp.603885,1
25695,2018.comp.600611,2018.comp.2454,1
25696,2018.comp.600611,2018.comp.600530,3
25697,2018.comp.600611,2018.comp.600635,4
25698,2018.comp.600611,2018.comp.600611,18
25699,2018.comp.600611,2018.comp.603648,1
25700,2018.comp.600611,2018.comp.600708,1
25701,2019.comp.600611,2019.comp.2454,1
25702,2019.comp.600611,2019.comp.603885,1
25703,2019.comp.600611,2019.comp.600611,15
25704,2019.comp.600611,2019.comp.600635,4
25705,2019.comp.600611,2019.comp.603648,1
25706,2019.comp.600611,2019.comp.600675,1
25707,2019.comp.600611,2019.comp.600708,1
25708,2019.comp.600635,2019.comp.2454,1
25709,2019.comp.600635,2019.comp.2911,1
25710,2019.comp.600635,2019.comp.600611,4
25711,2019.comp.600635,2019.comp.600635,19
25712,2019.comp.600635,2019.comp.600708,1
25713,2019.comp.600635,2019.comp.600803,1
25714,2020.comp.600635,2020.comp.600655,1
25715,2020.comp.600635,2020.comp.600530,2
25716,2020.comp.600635,2020.comp.600611,4
25717,2020.comp.600635,2020.comp.600635,22
25718,2020.comp.600635,2020.comp.600708,1
25719,2020.comp.600635,2020.comp.600803,1
25720,2020.comp.600635,2020.comp.601139,1
25721,2003.comp.600612,2003.comp.600612,13
25722,2003.comp.600613,2003.comp.600613,15
25723,2003.comp.600614,2003.comp.600083,1
25724,2003.comp.600614,2003.comp.999,1
25725,2003.comp.600614,2003.comp.600019,1
25726,2003.comp.600614,2003.comp.600845,1
25727,2003.comp.600614,2003.comp.600614,15
25728,2004.comp.600614,2004.comp.600614,14
25729,2004.comp.600614,2004.comp.999,2
25730,2004.comp.999,2004.comp.42,1
25731,2004.comp.999,2004.comp.600614,2
25732,2004.comp.999,2004.comp.999,20
25733,2004.comp.999,2004.comp.403,1
25734,2004.comp.403,2004.comp.999,1
25735,2004.comp.403,2004.comp.403,23
25736,2005.comp.600614,2005.comp.600614,14
25737,2006.comp.600614,2006.comp.600614,12
25738,2004.comp.600615,2004.comp.600615,12
25739,2013.comp.600615,2013.comp.600615,15
25740,2013.comp.600615,2013.comp.603766,4
25741,2013.comp.600615,2013.comp.600729,1
25742,2013.comp.603766,2013.comp.600615,4
25743,2013.comp.603766,2013.comp.603766,23
25744,2015.comp.600615,2015.comp.600615,14
25745,2015.comp.600615,2015.comp.603766,3
25746,2015.comp.603766,2015.comp.600615,3
25747,2015.comp.603766,2015.comp.603766,22
25748,2016.comp.600615,2016.comp.600615,14
25749,2016.comp.600615,2016.comp.603766,4
25750,2016.comp.603766,2016.comp.600615,4
25751,2016.comp.603766,2016.comp.603766,22
25752,2017.comp.600615,2017.comp.600615,15
25753,2017.comp.600615,2017.comp.603766,4
25754,2017.comp.600615,2017.comp.601127,1
25755,2017.comp.603766,2017.comp.600751,1
25756,2017.comp.603766,2017.comp.600615,4
25757,2017.comp.603766,2017.comp.603766,21
25758,2018.comp.600615,2018.comp.600615,14
25759,2018.comp.600615,2018.comp.603766,3
25760,2018.comp.600615,2018.comp.601127,1
25761,2018.comp.603766,2018.comp.600615,3
25762,2018.comp.603766,2018.comp.603766,21
25763,2019.comp.600615,2019.comp.600615,23
25764,2019.comp.600615,2019.comp.603766,4
25765,2019.comp.600615,2019.comp.601127,1
25766,2019.comp.603766,2019.comp.600615,4
25767,2019.comp.603766,2019.comp.603766,27
25768,2020.comp.600615,2020.comp.600615,19
25769,2020.comp.600615,2020.comp.603766,3
25770,2020.comp.603766,2020.comp.600615,3
25771,2020.comp.603766,2020.comp.603766,26
25772,2006.comp.600616,2006.comp.600616,20
25773,2006.comp.600616,2006.comp.600675,1
25774,2006.comp.600616,2006.comp.600838,1
25775,2006.comp.600616,2006.comp.600848,1
25776,2006.comp.600597,2006.comp.600196,1
25777,2006.comp.600597,2006.comp.600597,18
25778,2006.comp.600597,2006.comp.600618,1
25779,2006.comp.600597,2006.comp.600688,1
25780,2006.comp.600597,2006.comp.600026,1
25781,2006.comp.600073,2006.comp.600611,1
25782,2006.comp.600073,2006.comp.600073,16
25783,2006.comp.600073,2006.comp.600631,1
25784,2007.comp.600616,2007.comp.600196,1
25785,2007.comp.600616,2007.comp.600616,17
25786,2007.comp.600616,2007.comp.600838,1
25787,2007.comp.600073,2007.comp.600611,1
25788,2007.comp.600073,2007.comp.600073,16
25789,2007.comp.600073,2007.comp.600631,1
25790,2007.comp.600597,2007.comp.600597,19
25791,2007.comp.600597,2007.comp.600825,1
25792,2007.comp.600597,2007.comp.600688,2
25793,2008.comp.600616,2008.comp.600196,1
25794,2008.comp.600616,2008.comp.600616,19
25795,2008.comp.600616,2008.comp.600838,1
25796,2008.comp.600073,2008.comp.600611,1
25797,2008.comp.600073,2008.comp.600073,18
25798,2008.comp.600073,2008.comp.600631,1
25799,2008.comp.600597,2008.comp.600607,2
25800,2008.comp.600597,2008.comp.600597,21
25801,2008.comp.600597,2008.comp.600825,1
25802,2008.comp.600597,2008.comp.600843,1
25803,2009.comp.600616,2009.comp.600616,19
25804,2009.comp.600616,2009.comp.600838,1
25805,2009.comp.600073,2009.comp.600611,1
25806,2009.comp.600073,2009.comp.600073,16
25807,2010.comp.600616,2010.comp.600196,1
25808,2010.comp.600616,2010.comp.600616,18
25809,2010.comp.600073,2010.comp.600611,1
25810,2010.comp.600073,2010.comp.600073,16
25811,2010.comp.600073,2010.comp.600848,1
25812,2012.comp.600616,2012.comp.1,1
25813,2012.comp.600616,2012.comp.600272,1
25814,2012.comp.600616,2012.comp.600616,16
25815,2012.comp.600616,2012.comp.601377,1
25816,2012.comp.600708,2012.comp.600073,1
25817,2012.comp.600708,2012.comp.600597,2
25818,2012.comp.600708,2012.comp.600708,21
25819,2012.comp.600708,2012.comp.600618,1
25820,2012.comp.600708,2012.comp.600850,1
25821,2019.comp.600616,2019.comp.300548,1
25822,2019.comp.600616,2019.comp.600517,1
25823,2019.comp.600616,2019.comp.600616,21
25824,2019.comp.600616,2019.comp.601968,1
25825,2004.comp.600618,2004.comp.600611,1
25826,2004.comp.600618,2004.comp.600635,1
25827,2004.comp.600618,2004.comp.600618,23
25828,2004.comp.600618,2004.comp.600653,1
25829,2004.comp.600618,2004.comp.600688,1
25830,2004.comp.600636,2004.comp.600129,1
25831,2004.comp.600636,2004.comp.600845,1
25832,2004.comp.600636,2004.comp.600637,1
25833,2004.comp.600636,2004.comp.600636,18
25834,2005.comp.600618,2005.comp.600611,1
25835,2005.comp.600618,2005.comp.600635,1
25836,2005.comp.600618,2005.comp.600618,24
25837,2005.comp.600618,2005.comp.600653,1
25838,2005.comp.600618,2005.comp.600688,1
25839,2005.comp.600636,2005.comp.600636,18
25840,2006.comp.600618,2006.comp.400,1
25841,2006.comp.600618,2006.comp.600611,1
25842,2006.comp.600618,2006.comp.600635,1
25843,2006.comp.600618,2006.comp.600597,1
25844,2006.comp.600618,2006.comp.600618,20
25845,2006.comp.600618,2006.comp.600676,1
25846,2006.comp.600636,2006.comp.600070,1
25847,2006.comp.600636,2006.comp.600636,18
25848,2007.comp.600636,2007.comp.600618,1
25849,2007.comp.600636,2007.comp.600636,18
25850,2008.comp.600618,2008.comp.600097,1
25851,2008.comp.600618,2008.comp.600611,1
25852,2008.comp.600618,2008.comp.600635,1
25853,2008.comp.600618,2008.comp.600618,19
25854,2008.comp.600618,2008.comp.600636,1
25855,2008.comp.600636,2008.comp.600070,1
25856,2008.comp.600636,2008.comp.600618,1
25857,2008.comp.600636,2008.comp.600636,19
25858,2008.comp.600636,2008.comp.601727,1
25859,2008.comp.600636,2008.comp.600841,1
25860,2008.comp.600636,2008.comp.600835,1
25861,2010.comp.600618,2010.comp.600618,20
25862,2010.comp.600618,2010.comp.600636,2
25863,2010.comp.600636,2010.comp.600618,2
25864,2010.comp.600636,2010.comp.600636,22
25865,2010.comp.600636,2010.comp.600835,1
25866,2010.comp.600636,2010.comp.601727,1
25867,2011.comp.600618,2011.comp.600722,1
25868,2011.comp.600618,2011.comp.2386,1
25869,2011.comp.600618,2011.comp.600618,19
25870,2011.comp.600618,2011.comp.600636,1
25871,2011.comp.600636,2011.comp.600618,1
25872,2011.comp.600636,2011.comp.600636,20
25873,2011.comp.600636,2011.comp.601727,1
25874,2011.comp.600636,2011.comp.600835,2
25875,2012.comp.600618,2012.comp.1,1
25876,2012.comp.600618,2012.comp.600722,1
25877,2012.comp.600618,2012.comp.600708,1
25878,2012.comp.600618,2012.comp.600618,22
25879,2012.comp.600618,2012.comp.600623,1
25880,2012.comp.600618,2012.comp.600636,1
25881,2012.comp.600618,2012.comp.600850,1
25882,2012.comp.600623,2012.comp.600618,1
25883,2012.comp.600623,2012.comp.600623,19
25884,2012.comp.600623,2012.comp.900929,1
25885,2012.comp.600636,2012.comp.600618,1
25886,2012.comp.600636,2012.comp.600636,18
25887,2012.comp.600636,2012.comp.600835,2
25888,2012.comp.600636,2012.comp.601727,1
25889,2013.comp.600618,2013.comp.1,1
25890,2013.comp.600618,2013.comp.2386,1
25891,2013.comp.600618,2013.comp.600708,1
25892,2013.comp.600618,2013.comp.600618,20
25893,2013.comp.600618,2013.comp.600623,1
25894,2013.comp.600618,2013.comp.600722,1
25895,2013.comp.600618,2013.comp.600837,1
25896,2013.comp.600618,2013.comp.600850,1
25897,2013.comp.600623,2013.comp.600618,1
25898,2013.comp.600623,2013.comp.600623,22
25899,2013.comp.600636,2013.comp.600636,21
25900,2013.comp.600636,2013.comp.600835,1
25901,2013.comp.600636,2013.comp.601727,1
25902,2014.comp.600618,2014.comp.1,1
25903,2014.comp.600618,2014.comp.600722,1
25904,2014.comp.600618,2014.comp.600850,1
25905,2014.comp.600618,2014.comp.2386,1
25906,2014.comp.600618,2014.comp.600081,1
25907,2014.comp.600618,2014.comp.600642,1
25908,2014.comp.600618,2014.comp.600618,23
25909,2014.comp.600618,2014.comp.600636,1
25910,2014.comp.600618,2014.comp.600837,1
25911,2014.comp.600636,2014.comp.600081,1
25912,2014.comp.600636,2014.comp.600618,1
25913,2014.comp.600636,2014.comp.600636,21
25914,2014.comp.600636,2014.comp.601727,1
25915,2015.comp.600618,2015.comp.600081,1
25916,2015.comp.600618,2015.comp.600642,1
25917,2015.comp.600618,2015.comp.600896,1
25918,2015.comp.600618,2015.comp.600618,19
25919,2015.comp.600618,2015.comp.600636,1
25920,2015.comp.600618,2015.comp.600722,1
25921,2015.comp.600618,2015.comp.600850,1
25922,2015.comp.600636,2015.comp.600081,1
25923,2015.comp.600636,2015.comp.600618,1
25924,2015.comp.600636,2015.comp.600636,22
25925,2015.comp.600636,2015.comp.600623,1
25926,2015.comp.600636,2015.comp.600848,1
25927,2015.comp.600623,2015.comp.600896,1
25928,2015.comp.600623,2015.comp.600636,1
25929,2015.comp.600623,2015.comp.600623,20
25930,2015.comp.600623,2015.comp.600688,1
25931,2016.comp.600618,2016.comp.600642,1
25932,2016.comp.600618,2016.comp.600081,1
25933,2016.comp.600618,2016.comp.600618,26
25934,2016.comp.600618,2016.comp.600636,2
25935,2016.comp.600618,2016.comp.600623,4
25936,2016.comp.600618,2016.comp.600850,1
25937,2016.comp.600636,2016.comp.600081,1
25938,2016.comp.600636,2016.comp.600651,1
25939,2016.comp.600636,2016.comp.600618,2
25940,2016.comp.600636,2016.comp.600636,18
25941,2016.comp.600636,2016.comp.600623,1
25942,2003.comp.600619,2003.comp.600635,1
25943,2003.comp.600619,2003.comp.600619,20
25944,2003.comp.600619,2003.comp.600094,1
25945,2003.comp.600619,2003.comp.600843,1
25946,2003.comp.600835,2003.comp.600835,18
25947,2003.comp.600626,2003.comp.600626,25
25948,2003.comp.600626,2003.comp.600622,1
25949,2003.comp.600626,2003.comp.600678,1
25950,2003.comp.600626,2003.comp.600629,1
25951,2011.comp.600621,2011.comp.625,1
25952,2011.comp.600621,2011.comp.600602,2
25953,2011.comp.600621,2011.comp.600637,2
25954,2011.comp.600621,2011.comp.600651,1
25955,2011.comp.600621,2011.comp.600621,19
25956,2013.comp.600621,2013.comp.625,1
25957,2013.comp.600621,2013.comp.600621,22
25958,2003.comp.600622,2003.comp.600626,1
25959,2003.comp.600622,2003.comp.600622,16
25960,2003.comp.600645,2003.comp.600645,22
25961,2003.comp.600383,2003.comp.600383,23
25962,2004.comp.600622,2004.comp.600622,16
25963,2004.comp.600383,2004.comp.693,1
25964,2004.comp.600383,2004.comp.600383,23
25965,2003.comp.600623,2003.comp.600623,19
25966,2003.comp.600623,2003.comp.600833,1
25967,2004.comp.600623,2004.comp.600635,1
25968,2004.comp.600623,2004.comp.600623,17
25969,2004.comp.600623,2004.comp.600627,1
25970,2004.comp.600623,2004.comp.600833,1
25971,2004.comp.600623,2004.comp.600754,1
25972,2016.comp.600623,2016.comp.600018,1
25973,2016.comp.600623,2016.comp.600606,1
25974,2016.comp.600623,2016.comp.600618,4
25975,2016.comp.600623,2016.comp.600636,1
25976,2016.comp.600623,2016.comp.600623,29
25977,2016.comp.600623,2016.comp.600688,1
25978,2017.comp.600623,2017.comp.603885,1
25979,2017.comp.600623,2017.comp.600018,1
25980,2017.comp.600623,2017.comp.600623,18
25981,2017.comp.600623,2017.comp.600618,2
25982,2017.comp.600623,2017.comp.600636,1
25983,2017.comp.600623,2017.comp.600688,1
25984,2017.comp.600618,2017.comp.600409,1
25985,2017.comp.600618,2017.comp.600623,2
25986,2017.comp.600618,2017.comp.600618,19
25987,2017.comp.600618,2017.comp.600636,2
25988,2017.comp.600636,2017.comp.600651,1
25989,2017.comp.600636,2017.comp.600623,1
25990,2017.comp.600636,2017.comp.600618,2
25991,2017.comp.600636,2017.comp.600636,18
25992,2018.comp.600623,2018.comp.600018,1
25993,2018.comp.600623,2018.comp.600623,18
25994,2018.comp.600623,2018.comp.600636,1
25995,2018.comp.600623,2018.comp.600618,2
25996,2018.comp.600623,2018.comp.600688,1
25997,2018.comp.600636,2018.comp.600651,1
25998,2018.comp.600636,2018.comp.600623,1
25999,2018.comp.600636,2018.comp.600636,31
26000,2018.comp.600636,2018.comp.600618,2
26001,2018.comp.600618,2018.comp.600623,2
26002,2018.comp.600618,2018.comp.600636,2
26003,2018.comp.600618,2018.comp.600618,23
26004,2019.comp.600623,2019.comp.600018,1
26005,2019.comp.600623,2019.comp.600623,19
26006,2019.comp.600623,2019.comp.600618,2
26007,2019.comp.600623,2019.comp.600688,1
26008,2019.comp.600618,2019.comp.600623,2
26009,2019.comp.600618,2019.comp.600618,22
26010,2020.comp.600623,2020.comp.600018,1
26011,2020.comp.600623,2020.comp.600196,1
26012,2020.comp.600623,2020.comp.600623,25
26013,2020.comp.600623,2020.comp.600618,1
26014,2020.comp.600623,2020.comp.600688,1
26015,2020.comp.600618,2020.comp.600409,1
26016,2020.comp.600618,2020.comp.600651,1
26017,2020.comp.600618,2020.comp.600623,1
26018,2020.comp.600618,2020.comp.600618,22
26019,2003.comp.600624,2003.comp.600624,19
26020,2003.comp.600624,2003.comp.600833,1
26021,2004.comp.600624,2004.comp.600624,18
26022,2004.comp.600624,2004.comp.600833,1
26023,2004.comp.600654,2004.comp.600654,18
26024,2004.comp.600654,2004.comp.600848,2
26025,2004.comp.600654,2004.comp.600651,4
26026,2005.comp.600624,2005.comp.600018,1
26027,2005.comp.600624,2005.comp.600624,18
26028,2005.comp.600624,2005.comp.600833,1
26029,2005.comp.600624,2005.comp.600604,1
26030,2006.comp.600624,2006.comp.600624,18
26031,2006.comp.600624,2006.comp.600838,1
26032,2006.comp.600624,2006.comp.600604,1
26033,2006.comp.600654,2006.comp.600654,18
26034,2006.comp.600654,2006.comp.600651,1
26035,2006.comp.600654,2006.comp.600848,1
26036,2006.comp.600654,2006.comp.600604,1
26037,2010.comp.600626,2010.comp.600626,21
26038,2010.comp.600626,2010.comp.600848,1
26039,2010.comp.600630,2010.comp.600630,15
26040,2011.comp.600626,2011.comp.600626,15
26041,2011.comp.600630,2011.comp.2042,1
26042,2011.comp.600630,2011.comp.600630,15
26043,2012.comp.600626,2012.comp.600626,15
26044,2012.comp.600630,2012.comp.45,1
26045,2012.comp.600630,2012.comp.600630,17
26046,2013.comp.600626,2013.comp.600626,19
26047,2013.comp.600626,2013.comp.600630,1
26048,2013.comp.600626,2013.comp.600837,1
26049,2013.comp.600630,2013.comp.45,1
26050,2013.comp.600630,2013.comp.420,1
26051,2013.comp.600630,2013.comp.600626,1
26052,2013.comp.600630,2013.comp.600630,18
26053,2014.comp.600626,2014.comp.600626,17
26054,2014.comp.600626,2014.comp.600837,1
26055,2014.comp.600630,2014.comp.600630,16
26056,2016.comp.600626,2016.comp.2071,1
26057,2016.comp.600626,2016.comp.600626,20
26058,2016.comp.600630,2016.comp.600630,21
26059,2017.comp.600626,2017.comp.2071,1
26060,2017.comp.600626,2017.comp.600626,18
26061,2017.comp.600626,2017.comp.603329,1
26062,2017.comp.600630,2017.comp.600630,17
26063,2018.comp.600626,2018.comp.2071,1
26064,2018.comp.600626,2018.comp.300153,1
26065,2018.comp.600626,2018.comp.600626,19
26066,2018.comp.600626,2018.comp.603329,1
26067,2018.comp.600278,2018.comp.600097,1
26068,2018.comp.600278,2018.comp.600278,19
26069,2019.comp.600626,2019.comp.2071,1
26070,2019.comp.600626,2019.comp.600626,23
26071,2019.comp.600626,2019.comp.603329,1
26072,2019.comp.600278,2019.comp.600278,16
26073,2019.comp.600278,2019.comp.600630,1
26074,2004.comp.600627,2004.comp.600623,1
26075,2004.comp.600627,2004.comp.600627,17
26076,2005.comp.600627,2005.comp.600627,17
26077,2006.comp.600627,2006.comp.600627,17
26078,2006.comp.600627,2006.comp.600848,1
26079,2006.comp.600627,2006.comp.600604,1
26080,2007.comp.600627,2007.comp.600627,15
26081,2007.comp.600627,2007.comp.600848,1
26082,2019.comp.600630,2019.comp.600278,1
26083,2019.comp.600630,2019.comp.600630,19
26084,2005.comp.600631,2005.comp.600133,1
26085,2005.comp.600631,2005.comp.600631,19
26086,2005.comp.600631,2005.comp.600825,2
26087,2005.comp.600631,2005.comp.600833,1
26088,2006.comp.600631,2006.comp.600133,1
26089,2006.comp.600631,2006.comp.600073,1
26090,2006.comp.600631,2006.comp.600631,21
26091,2006.comp.600631,2006.comp.600782,1
26092,2007.comp.600631,2007.comp.600133,1
26093,2007.comp.600631,2007.comp.600073,1
26094,2007.comp.600631,2007.comp.600631,19
26095,2007.comp.600825,2007.comp.600597,1
26096,2007.comp.600825,2007.comp.600825,32
26097,2008.comp.600631,2008.comp.600073,1
26098,2008.comp.600631,2008.comp.600631,21
26099,2008.comp.600631,2008.comp.600838,1
26100,2008.comp.600825,2008.comp.600607,1
26101,2008.comp.600825,2008.comp.600597,1
26102,2008.comp.600825,2008.comp.600825,32
26103,2008.comp.600825,2008.comp.600843,1
26104,2009.comp.600631,2009.comp.600500,1
26105,2009.comp.600631,2009.comp.600631,21
26106,2009.comp.600631,2009.comp.600838,1
26107,2009.comp.600825,2009.comp.600825,16
26108,2009.comp.600825,2009.comp.600843,1
26109,2010.comp.600631,2010.comp.600500,1
26110,2010.comp.600631,2010.comp.600631,22
26111,2010.comp.600631,2010.comp.600822,2
26112,2010.comp.600825,2010.comp.2273,1
26113,2010.comp.600825,2010.comp.600825,17
26114,2003.comp.600632,2003.comp.600838,1
26115,2003.comp.600632,2003.comp.600632,14
26116,2003.comp.600632,2003.comp.600825,2
26117,2003.comp.600825,2003.comp.600632,2
26118,2003.comp.600825,2003.comp.600825,16
26119,2003.comp.600825,2003.comp.600628,1
26120,2019.comp.600633,2019.comp.600633,13
26121,2019.comp.300113,2019.comp.300113,18
26122,2020.comp.300113,2020.comp.300195,1
26123,2020.comp.300113,2020.comp.300113,14
26124,2003.comp.600636,2003.comp.600129,1
26125,2003.comp.600636,2003.comp.600845,1
26126,2003.comp.600636,2003.comp.600160,1
26127,2003.comp.600636,2003.comp.600636,17
26128,2003.comp.600618,2003.comp.600611,1
26129,2003.comp.600618,2003.comp.600635,1
26130,2003.comp.600618,2003.comp.600618,24
26131,2003.comp.600618,2003.comp.600653,1
26132,2003.comp.600618,2003.comp.600741,1
26133,2003.comp.600618,2003.comp.600708,1
26134,2009.comp.600636,2009.comp.600636,19
26135,2009.comp.600636,2009.comp.600618,1
26136,2009.comp.600636,2009.comp.600835,1
26137,2009.comp.600636,2009.comp.601727,1
26138,2009.comp.600618,2009.comp.600636,1
