,comp1,comp2,w
17821,2020.comp.600886,2020.comp.2015,1
17822,2020.comp.600886,2020.comp.2172,1
17823,2020.comp.600886,2020.comp.600886,20
17824,2020.comp.600886,2020.comp.600061,1
17825,2020.comp.600886,2020.comp.600900,1
17826,2020.comp.600886,2020.comp.899,1
17827,2020.comp.600886,2020.comp.600486,1
17828,2020.comp.603444,2020.comp.600388,1
17829,2020.comp.603444,2020.comp.600755,1
17830,2020.comp.603444,2020.comp.300188,1
17831,2020.comp.603444,2020.comp.603444,13
17832,2020.comp.603444,2020.comp.600592,1
17833,2020.comp.600061,2020.comp.2594,1
17834,2020.comp.600061,2020.comp.300613,1
17835,2020.comp.600061,2020.comp.600886,1
17836,2020.comp.600061,2020.comp.600061,16
17837,2020.comp.600061,2020.comp.300496,1
17838,2020.comp.600061,2020.comp.601139,1
17839,2020.comp.600962,2020.comp.600962,19
17840,2020.comp.600962,2020.comp.603013,2
17841,2020.comp.151,2020.comp.402,1
17842,2020.comp.151,2020.comp.151,17
17843,2020.comp.151,2020.comp.600325,1
17844,2020.comp.151,2020.comp.600780,1
17845,2016.comp.300189,2016.comp.600751,1
17846,2016.comp.300189,2016.comp.300189,15
17847,2016.comp.300189,2016.comp.600515,1
17848,2015.comp.300191,2015.comp.300070,1
17849,2015.comp.300191,2015.comp.300191,21
17850,2017.comp.300198,2017.comp.600376,1
17851,2017.comp.300198,2017.comp.46,1
17852,2017.comp.300198,2017.comp.2454,1
17853,2017.comp.300198,2017.comp.300198,18
17854,2017.comp.300198,2017.comp.600583,1
17855,2017.comp.603879,2017.comp.603879,17
17856,2018.comp.300198,2018.comp.600376,1
17857,2018.comp.300198,2018.comp.46,1
17858,2018.comp.300198,2018.comp.538,1
17859,2018.comp.300198,2018.comp.2454,1
17860,2018.comp.300198,2018.comp.300096,1
17861,2018.comp.300198,2018.comp.300198,18
17862,2018.comp.300198,2018.comp.600583,1
17863,2018.comp.603879,2018.comp.603879,12
17864,2019.comp.300198,2019.comp.538,1
17865,2019.comp.300198,2019.comp.2454,1
17866,2019.comp.300198,2019.comp.2682,1
17867,2019.comp.300198,2019.comp.601666,1
17868,2019.comp.300198,2019.comp.300198,15
17869,2019.comp.300198,2019.comp.600583,1
17870,2019.comp.300198,2019.comp.600737,1
17871,2019.comp.603879,2019.comp.603879,12
17872,2014.comp.300200,2014.comp.600560,1
17873,2014.comp.300200,2014.comp.300200,13
17874,2014.comp.601208,2014.comp.601208,14
17875,2016.comp.300200,2016.comp.603227,1
17876,2016.comp.300200,2016.comp.2420,2
17877,2016.comp.300200,2016.comp.600143,1
17878,2016.comp.300200,2016.comp.2783,1
17879,2016.comp.300200,2016.comp.300200,19
17880,2016.comp.601208,2016.comp.2465,1
17881,2016.comp.601208,2016.comp.601208,18
17882,2017.comp.300200,2017.comp.2420,2
17883,2017.comp.300200,2017.comp.600143,1
17884,2017.comp.300200,2017.comp.300200,16
17885,2017.comp.300200,2017.comp.603330,1
17886,2017.comp.601208,2017.comp.2465,1
17887,2017.comp.601208,2017.comp.601208,15
17888,2018.comp.300200,2018.comp.2420,2
17889,2018.comp.300200,2018.comp.600143,1
17890,2018.comp.300200,2018.comp.300200,15
17891,2018.comp.601208,2018.comp.2465,1
17892,2018.comp.601208,2018.comp.601208,16
17893,2019.comp.300200,2019.comp.300136,1
17894,2019.comp.300200,2019.comp.2420,2
17895,2019.comp.300200,2019.comp.600143,1
17896,2019.comp.300200,2019.comp.300200,17
17897,2019.comp.300200,2019.comp.601208,1
17898,2019.comp.601208,2019.comp.2465,1
17899,2019.comp.601208,2019.comp.2420,1
17900,2019.comp.601208,2019.comp.600143,1
17901,2019.comp.601208,2019.comp.2827,1
17902,2019.comp.601208,2019.comp.300200,1
17903,2019.comp.601208,2019.comp.601208,20
17904,2019.comp.601208,2019.comp.600048,1
17905,2020.comp.300200,2020.comp.300136,1
17906,2020.comp.300200,2020.comp.2420,3
17907,2020.comp.300200,2020.comp.600143,2
17908,2020.comp.300200,2020.comp.601208,1
17909,2020.comp.300200,2020.comp.300200,14
17910,2020.comp.300200,2020.comp.601718,1
17911,2020.comp.300200,2020.comp.603392,1
17912,2017.comp.300204,2017.comp.300204,14
17913,2017.comp.300204,2017.comp.601985,1
17914,2017.comp.603127,2017.comp.756,1
17915,2017.comp.603127,2017.comp.603127,16
17916,2018.comp.300204,2018.comp.300204,24
17917,2018.comp.300204,2018.comp.601985,1
17918,2018.comp.603127,2018.comp.756,1
17919,2018.comp.603127,2018.comp.603127,18
17920,2018.comp.603127,2018.comp.603223,1
17921,2019.comp.300204,2019.comp.300204,21
17922,2019.comp.300204,2019.comp.300233,1
17923,2019.comp.603127,2019.comp.756,1
17924,2019.comp.603127,2019.comp.300158,1
17925,2019.comp.603127,2019.comp.603127,18
17926,2019.comp.603127,2019.comp.603223,1
17927,2020.comp.300204,2020.comp.300204,20
17928,2020.comp.603127,2020.comp.603127,15
17929,2020.comp.603127,2020.comp.603223,1
17930,2011.comp.300208,2011.comp.300208,20
17931,2011.comp.2123,2011.comp.200053,1
17932,2011.comp.2123,2011.comp.2123,16
17933,2013.comp.300208,2013.comp.2362,1
17934,2013.comp.300208,2013.comp.300208,18
17935,2014.comp.300212,2014.comp.2544,1
17936,2014.comp.300212,2014.comp.300212,21
17937,2017.comp.300218,2017.comp.600585,1
17938,2017.comp.300218,2017.comp.2226,1
17939,2017.comp.300218,2017.comp.600990,1
17940,2017.comp.300218,2017.comp.300218,21
17941,2017.comp.300218,2017.comp.300452,1
17942,2017.comp.300218,2017.comp.600012,1
17943,2017.comp.300218,2017.comp.603357,1
17944,2012.comp.300219,2012.comp.300219,24
17945,2012.comp.300043,2012.comp.300043,16
17946,2013.comp.300219,2013.comp.300219,23
17947,2013.comp.300043,2013.comp.300043,16
17948,2013.comp.300043,2013.comp.600488,1
17949,2014.comp.300219,2014.comp.300219,20
17950,2014.comp.300043,2014.comp.300043,20
17951,2014.comp.300043,2014.comp.600488,1
17952,2019.comp.300222,2019.comp.300222,16
17953,2019.comp.300222,2019.comp.300520,1
17954,2019.comp.300222,2019.comp.600606,1
17955,2019.comp.300222,2019.comp.300274,1
17956,2019.comp.300520,2019.comp.300095,1
17957,2019.comp.300520,2019.comp.300222,1
17958,2019.comp.300520,2019.comp.300520,20
17959,2012.comp.300226,2012.comp.300226,20
17960,2012.comp.600282,2012.comp.600282,25
17961,2012.comp.600282,2012.comp.601688,2
17962,2013.comp.300226,2013.comp.300226,20
17963,2013.comp.600282,2013.comp.600282,26
17964,2013.comp.600282,2013.comp.600562,1
17965,2013.comp.600282,2013.comp.601688,2
17966,2014.comp.300226,2014.comp.300226,24
17967,2014.comp.300226,2014.comp.601969,1
17968,2014.comp.600282,2014.comp.600282,30
17969,2014.comp.600282,2014.comp.600562,1
17970,2014.comp.601969,2014.comp.600016,1
17971,2014.comp.601969,2014.comp.2320,1
17972,2014.comp.601969,2014.comp.300226,1
17973,2014.comp.601969,2014.comp.601969,26
17974,2015.comp.300226,2015.comp.300226,23
17975,2015.comp.300226,2015.comp.601969,1
17976,2015.comp.300226,2015.comp.600655,1
17977,2015.comp.601969,2015.comp.2320,1
17978,2015.comp.601969,2015.comp.300226,1
17979,2015.comp.601969,2015.comp.601969,24
17980,2015.comp.601969,2015.comp.600016,1
17981,2015.comp.601969,2015.comp.600975,1
17982,2015.comp.600655,2015.comp.300226,1
17983,2015.comp.600655,2015.comp.600655,19
17984,2015.comp.600655,2015.comp.600104,1
17985,2015.comp.600655,2015.comp.600110,1
17986,2015.comp.600655,2015.comp.600196,1
17987,2015.comp.600655,2015.comp.600837,1
17988,2015.comp.600655,2015.comp.600835,1
17989,2015.comp.600655,2015.comp.600958,1
17990,2015.comp.600282,2015.comp.600282,23
17991,2016.comp.300226,2016.comp.767,1
17992,2016.comp.300226,2016.comp.2071,1
17993,2016.comp.300226,2016.comp.300226,19
17994,2016.comp.300226,2016.comp.600160,1
17995,2016.comp.600282,2016.comp.2040,1
17996,2016.comp.600282,2016.comp.600282,26
17997,2016.comp.600282,2016.comp.601969,1
17998,2016.comp.600282,2016.comp.603667,1
17999,2016.comp.600282,2016.comp.600562,1
18000,2016.comp.601969,2016.comp.2320,1
18001,2016.comp.601969,2016.comp.603069,1
18002,2016.comp.601969,2016.comp.600282,1
18003,2016.comp.601969,2016.comp.601969,25
18004,2017.comp.300226,2017.comp.767,1
18005,2017.comp.300226,2017.comp.2071,1
18006,2017.comp.300226,2017.comp.300226,23
18007,2017.comp.300226,2017.comp.600282,1
18008,2017.comp.300226,2017.comp.603966,1
18009,2017.comp.300226,2017.comp.601969,1
18010,2017.comp.300226,2017.comp.600196,1
18011,2017.comp.300226,2017.comp.600160,1
18012,2017.comp.600282,2017.comp.300226,1
18013,2017.comp.600282,2017.comp.600282,25
18014,2017.comp.600282,2017.comp.601969,2
18015,2017.comp.600282,2017.comp.603667,1
18016,2017.comp.600282,2017.comp.600562,1
18017,2017.comp.600282,2017.comp.601928,1
18018,2017.comp.603966,2017.comp.2044,1
18019,2017.comp.603966,2017.comp.300226,1
18020,2017.comp.603966,2017.comp.603966,20
18021,2017.comp.601969,2017.comp.886,1
18022,2017.comp.601969,2017.comp.603069,1
18023,2017.comp.601969,2017.comp.300226,1
18024,2017.comp.601969,2017.comp.600282,2
18025,2017.comp.601969,2017.comp.601969,26
18026,2017.comp.601969,2017.comp.603667,1
18027,2017.comp.601969,2017.comp.600500,1
18028,2018.comp.300226,2018.comp.767,1
18029,2018.comp.300226,2018.comp.300226,17
18030,2018.comp.300226,2018.comp.600282,1
18031,2018.comp.300226,2018.comp.601969,1
18032,2018.comp.300226,2018.comp.600196,2
18033,2018.comp.300226,2018.comp.600160,1
18034,2018.comp.600282,2018.comp.300226,1
18035,2018.comp.600282,2018.comp.600282,23
18036,2018.comp.600282,2018.comp.601969,1
18037,2018.comp.600282,2018.comp.603667,1
18038,2018.comp.600282,2018.comp.601928,1
18039,2018.comp.603966,2018.comp.2044,1
18040,2018.comp.603966,2018.comp.603966,22
18041,2018.comp.601969,2018.comp.923,1
18042,2018.comp.601969,2018.comp.886,1
18043,2018.comp.601969,2018.comp.603069,1
18044,2018.comp.601969,2018.comp.300226,1
18045,2018.comp.601969,2018.comp.600282,1
18046,2018.comp.601969,2018.comp.601969,24
18047,2018.comp.601969,2018.comp.603667,1
18048,2018.comp.601969,2018.comp.600500,1
18049,2019.comp.300226,2019.comp.767,1
18050,2019.comp.300226,2019.comp.300226,22
18051,2019.comp.300226,2019.comp.600282,1
18052,2019.comp.300226,2019.comp.601969,2
18053,2019.comp.300226,2019.comp.600196,2
18054,2019.comp.300226,2019.comp.547,1
18055,2019.comp.300226,2019.comp.600160,1
18056,2019.comp.600282,2019.comp.300226,1
18057,2019.comp.600282,2019.comp.600282,25
18058,2019.comp.600282,2019.comp.601969,2
18059,2019.comp.600282,2019.comp.603667,2
18060,2019.comp.600282,2019.comp.601928,1
18061,2019.comp.600282,2019.comp.603786,1
18062,2019.comp.601969,2019.comp.923,1
18063,2019.comp.601969,2019.comp.886,2
18064,2019.comp.601969,2019.comp.603069,2
18065,2019.comp.601969,2019.comp.2185,1
18066,2019.comp.601969,2019.comp.300226,2
18067,2019.comp.601969,2019.comp.600282,2
18068,2019.comp.601969,2019.comp.601969,28
18069,2019.comp.601969,2019.comp.600196,1
18070,2019.comp.601969,2019.comp.603667,1
18071,2019.comp.601969,2019.comp.600500,1
18072,2019.comp.601969,2019.comp.2320,1
18073,2019.comp.601969,2019.comp.603786,1
18074,2020.comp.300226,2020.comp.767,1
18075,2020.comp.300226,2020.comp.300226,24
18076,2020.comp.300226,2020.comp.605050,1
18077,2020.comp.300226,2020.comp.600196,3
18078,2020.comp.300226,2020.comp.603603,1
18079,2020.comp.300226,2020.comp.600072,1
18080,2020.comp.300226,2020.comp.600160,1
18081,2020.comp.600655,2020.comp.600655,24
18082,2020.comp.600655,2020.comp.601969,1
18083,2020.comp.600655,2020.comp.600196,2
18084,2020.comp.600655,2020.comp.600635,1
18085,2020.comp.600655,2020.comp.600648,1
18086,2020.comp.600655,2020.comp.600835,1
18087,2020.comp.600655,2020.comp.603919,4
18088,2020.comp.600282,2020.comp.600282,30
18089,2020.comp.600282,2020.comp.601969,1
18090,2020.comp.600282,2020.comp.603667,1
18091,2020.comp.600282,2020.comp.601928,1
18092,2020.comp.600282,2020.comp.603786,1
18093,2020.comp.605050,2020.comp.300226,1
18094,2020.comp.605050,2020.comp.605050,13
18095,2020.comp.605050,2020.comp.688168,1
18096,2020.comp.601969,2020.comp.566,1
18097,2020.comp.601969,2020.comp.923,1
18098,2020.comp.601969,2020.comp.886,1
18099,2020.comp.601969,2020.comp.603069,1
18100,2020.comp.601969,2020.comp.2320,1
18101,2020.comp.601969,2020.comp.600655,1
18102,2020.comp.601969,2020.comp.600282,1
18103,2020.comp.601969,2020.comp.601969,24
18104,2020.comp.601969,2020.comp.600196,1
18105,2020.comp.601969,2020.comp.600500,1
18106,2020.comp.601969,2020.comp.603786,1
18107,2016.comp.300230,2016.comp.300230,13
18108,2019.comp.300233,2019.comp.2604,1
18109,2019.comp.300233,2019.comp.300204,1
18110,2019.comp.300233,2019.comp.300233,19
18111,2019.comp.813,2019.comp.813,17
18112,2019.comp.300237,2019.comp.300237,21
18113,2020.comp.300237,2020.comp.300237,19
18114,2011.comp.300241,2011.comp.69,1
18115,2011.comp.300241,2011.comp.300241,19
18116,2019.comp.300241,2019.comp.300241,25
18117,2019.comp.2835,2019.comp.2835,14
18118,2017.comp.300244,2017.comp.2011,1
18119,2017.comp.300244,2017.comp.601318,1
18120,2017.comp.300244,2017.comp.300030,1
18121,2017.comp.300244,2017.comp.300244,22
18122,2017.comp.300244,2017.comp.600196,1
18123,2017.comp.300244,2017.comp.300527,1
18124,2017.comp.600196,2017.comp.600511,1
18125,2017.comp.600196,2017.comp.788,1
18126,2017.comp.600196,2017.comp.300226,1
18127,2017.comp.600196,2017.comp.300244,1
18128,2017.comp.600196,2017.comp.600196,35
18129,2017.comp.600196,2017.comp.600018,1
18130,2017.comp.600196,2017.comp.600833,1
18131,2018.comp.300244,2018.comp.300244,18
18132,2018.comp.300244,2018.comp.300527,1
18133,2018.comp.600196,2018.comp.28,1
18134,2018.comp.600196,2018.comp.600511,1
18135,2018.comp.600196,2018.comp.2202,1
18136,2018.comp.600196,2018.comp.600018,1
18137,2018.comp.600196,2018.comp.300226,2
18138,2018.comp.600196,2018.comp.600196,35
18139,2018.comp.600196,2018.comp.950,1
18140,2018.comp.600196,2018.comp.600833,1
18141,2019.comp.600196,2019.comp.28,1
18142,2019.comp.600196,2019.comp.600511,1
18143,2019.comp.600196,2019.comp.600429,2
18144,2019.comp.600196,2019.comp.601869,1
18145,2019.comp.600196,2019.comp.600018,1
18146,2019.comp.600196,2019.comp.2202,1
18147,2019.comp.600196,2019.comp.300244,1
18148,2019.comp.600196,2019.comp.300226,2
18149,2019.comp.600196,2019.comp.601969,1
18150,2019.comp.600196,2019.comp.600196,41
18151,2019.comp.600196,2019.comp.300452,1
18152,2020.comp.300347,2020.comp.600572,2
18153,2020.comp.300347,2020.comp.2003,1
18154,2020.comp.300347,2020.comp.2444,1
18155,2020.comp.300347,2020.comp.300244,1
18156,2020.comp.300347,2020.comp.300347,16
18157,2020.comp.300347,2020.comp.688266,1
18158,2020.comp.300347,2020.comp.300841,1
18159,2020.comp.600196,2020.comp.28,2
18160,2020.comp.600196,2020.comp.600511,1
18161,2020.comp.600196,2020.comp.600429,1
18162,2020.comp.600196,2020.comp.2202,1
18163,2020.comp.600196,2020.comp.601869,1
18164,2020.comp.600196,2020.comp.300226,3
18165,2020.comp.600196,2020.comp.600655,2
18166,2020.comp.600196,2020.comp.601969,1
18167,2020.comp.600196,2020.comp.600196,41
18168,2020.comp.600196,2020.comp.300452,2
18169,2020.comp.600196,2020.comp.600998,1
18170,2020.comp.600196,2020.comp.600623,1
18171,2020.comp.600196,2020.comp.600833,1
18172,2019.comp.300251,2019.comp.668,1
18173,2019.comp.300251,2019.comp.300251,14
18174,2019.comp.300251,2019.comp.300318,1
18175,2014.comp.300261,2014.comp.300261,16
18176,2015.comp.300261,2015.comp.300261,17
18177,2015.comp.300261,2015.comp.300158,1
18178,2016.comp.300263,2016.comp.600806,1
18179,2016.comp.300263,2016.comp.600560,1
18180,2016.comp.300263,2016.comp.300263,16
18181,2016.comp.300257,2016.comp.2415,1
18182,2016.comp.300257,2016.comp.300257,14
18183,2019.comp.300263,2019.comp.600560,1
18184,2019.comp.300263,2019.comp.300263,17
18185,2019.comp.300263,2019.comp.600582,1
18186,2019.comp.600582,2019.comp.600560,1
18187,2019.comp.600582,2019.comp.300263,1
18188,2019.comp.600582,2019.comp.600582,20
18189,2020.comp.300266,2020.comp.876,3
18190,2020.comp.300266,2020.comp.2946,2
18191,2020.comp.300266,2020.comp.300266,20
18192,2020.comp.300266,2020.comp.600155,3
18193,2020.comp.300266,2020.comp.600737,1
18194,2019.comp.300272,2019.comp.300272,17
18195,2019.comp.300272,2019.comp.603603,3
18196,2019.comp.300272,2019.comp.600754,1
18197,2019.comp.603603,2019.comp.300272,3
18198,2019.comp.603603,2019.comp.603603,22
18199,2020.comp.300272,2020.comp.300272,19
18200,2020.comp.300272,2020.comp.603603,3
18201,2020.comp.300272,2020.comp.600104,1
18202,2020.comp.300272,2020.comp.600754,1
18203,2020.comp.603603,2020.comp.300226,1
18204,2020.comp.603603,2020.comp.300272,3
18205,2020.comp.603603,2020.comp.603603,26
18206,2016.comp.300274,2016.comp.300274,23
18207,2017.comp.300274,2017.comp.300274,22
18208,2011.comp.300278,2011.comp.300278,18
18209,2011.comp.300278,2011.comp.600253,1
18210,2011.comp.600006,2011.comp.600299,1
18211,2011.comp.600006,2011.comp.600006,22
18212,2019.comp.300433,2019.comp.70,1
18213,2019.comp.300433,2019.comp.613,1
18214,2019.comp.300433,2019.comp.300433,16
18215,2020.comp.300433,2020.comp.70,1
18216,2020.comp.300433,2020.comp.613,1
18217,2020.comp.300433,2020.comp.300433,14
18218,2013.comp.300289,2013.comp.300289,13
18219,2013.comp.600998,2013.comp.600998,29
18220,2013.comp.600998,2013.comp.300181,1
18221,2014.comp.300290,2014.comp.410,1
18222,2014.comp.300290,2014.comp.300082,1
18223,2014.comp.300290,2014.comp.300290,15
18224,2017.comp.300290,2017.comp.300082,1
18225,2017.comp.300290,2017.comp.300290,22
18226,2017.comp.300290,2017.comp.603039,1
18227,2017.comp.603039,2017.comp.300290,1
18228,2017.comp.603039,2017.comp.603039,20
18229,2019.comp.300291,2019.comp.967,1
18230,2019.comp.300291,2019.comp.2186,1
18231,2019.comp.300291,2019.comp.300291,14
18232,2019.comp.300291,2019.comp.300212,1
18233,2019.comp.300291,2019.comp.600730,1
18234,2019.comp.300291,2019.comp.2542,1
18235,2019.comp.300212,2019.comp.300291,1
18236,2019.comp.300212,2019.comp.300212,15
18237,2019.comp.300687,2019.comp.300687,13
18238,2019.comp.300687,2019.comp.333,1
18239,2020.comp.300291,2020.comp.707,1
18240,2020.comp.300291,2020.comp.967,1
18241,2020.comp.300291,2020.comp.2186,1
18242,2020.comp.300291,2020.comp.2542,1
18243,2020.comp.300291,2020.comp.300291,15
18244,2020.comp.300291,2020.comp.300212,1
18245,2020.comp.300291,2020.comp.600730,1
18246,2020.comp.300687,2020.comp.333,1
18247,2020.comp.300687,2020.comp.300687,12
18248,2020.comp.300212,2020.comp.555,1
18249,2020.comp.300212,2020.comp.990,1
18250,2020.comp.300212,2020.comp.300291,1
18251,2020.comp.300212,2020.comp.300212,22
18252,2013.comp.300294,2013.comp.1,1
18253,2013.comp.300294,2013.comp.2197,1
18254,2013.comp.300294,2013.comp.300294,15
18255,2013.comp.600227,2013.comp.2140,1
18256,2013.comp.600227,2013.comp.600227,20
18257,2013.comp.600227,2013.comp.600691,1
18258,2015.comp.300294,2015.comp.300294,16
18259,2015.comp.300294,2015.comp.300439,1
18260,2015.comp.300294,2015.comp.600704,1
18261,2017.comp.300295,2017.comp.727,1
18262,2017.comp.300295,2017.comp.2124,1
18263,2017.comp.300295,2017.comp.2821,1
18264,2017.comp.300295,2017.comp.300295,12
18265,2018.comp.300295,2018.comp.727,1
18266,2018.comp.300295,2018.comp.300295,10
18267,2019.comp.300295,2019.comp.727,1
18268,2019.comp.300295,2019.comp.300295,15
18269,2019.comp.300295,2019.comp.2124,1
18270,2020.comp.300295,2020.comp.300295,10
18271,2015.comp.300296,2015.comp.422,1
18272,2015.comp.300296,2015.comp.600055,1
18273,2015.comp.300296,2015.comp.300296,17
18274,2016.comp.300303,2016.comp.300303,13
18275,2012.comp.300315,2012.comp.300315,19
18276,2012.comp.300315,2012.comp.300027,1
18277,2012.comp.300027,2012.comp.300315,1
18278,2012.comp.300027,2012.comp.300027,13
18279,2012.comp.300317,2012.comp.300317,19
18280,2012.comp.601398,2012.comp.31,1
18281,2012.comp.601398,2012.comp.601398,37
18282,2012.comp.601398,2012.comp.601919,1
18283,2012.comp.601988,2012.comp.600028,1
18284,2012.comp.601988,2012.comp.601988,35
18285,2012.comp.601988,2012.comp.601818,1
18286,2016.comp.300318,2016.comp.2066,1
18287,2016.comp.300318,2016.comp.600386,1
18288,2016.comp.300318,2016.comp.300318,16
18289,2016.comp.300318,2016.comp.601216,1
18290,2016.comp.300142,2016.comp.600239,1
18291,2016.comp.300142,2016.comp.2265,1
18292,2016.comp.300142,2016.comp.300142,27
18293,2016.comp.300142,2016.comp.600497,1
18294,2020.comp.300318,2020.comp.300030,1
18295,2020.comp.300318,2020.comp.300318,23
18296,2020.comp.300318,2020.comp.601216,2
18297,2020.comp.601216,2020.comp.300318,2
18298,2020.comp.601216,2020.comp.601216,21
18299,2015.comp.300322,2015.comp.2402,2
18300,2015.comp.300322,2015.comp.300322,17
18301,2015.comp.300322,2015.comp.603799,1
18302,2016.comp.300322,2016.comp.2010,1
18303,2016.comp.300322,2016.comp.300322,20
18304,2016.comp.300322,2016.comp.600657,1
18305,2016.comp.300322,2016.comp.603799,1
18306,2020.comp.300323,2020.comp.300323,21
18307,2020.comp.300323,2020.comp.600732,2
18308,2020.comp.300323,2020.comp.600023,1
18309,2020.comp.600732,2020.comp.300323,2
18310,2020.comp.600732,2020.comp.600732,13
18311,2019.comp.300328,2019.comp.300328,21
18312,2019.comp.300328,2019.comp.600961,1
18313,2019.comp.300328,2019.comp.2475,1
18314,2019.comp.2182,2019.comp.2182,17
18315,2019.comp.2182,2019.comp.601968,1
18316,2019.comp.300332,2019.comp.300332,17
18317,2014.comp.300333,2014.comp.300333,17
18318,2020.comp.300339,2020.comp.600570,1
18319,2020.comp.300339,2020.comp.300339,19
18320,2020.comp.688088,2020.comp.688088,14
18321,2013.comp.300344,2013.comp.401,1
18322,2013.comp.300344,2013.comp.300344,17
18323,2020.comp.300344,2020.comp.300344,25
18324,2020.comp.2717,2020.comp.2717,17
18325,2017.comp.300345,2017.comp.819,1
18326,2017.comp.300345,2017.comp.2397,1
18327,2017.comp.300345,2017.comp.300358,1
18328,2017.comp.300345,2017.comp.300345,13
18329,2018.comp.300345,2018.comp.819,1
18330,2018.comp.300345,2018.comp.2397,1
18331,2018.comp.300345,2018.comp.300358,1
18332,2018.comp.300345,2018.comp.300345,14
18333,2019.comp.300345,2019.comp.819,1
18334,2019.comp.300345,2019.comp.300358,1
18335,2019.comp.300345,2019.comp.300345,24
18336,2016.comp.300347,2016.comp.2003,1
18337,2016.comp.300347,2016.comp.300347,14
18338,2016.comp.300347,2016.comp.600572,1
18339,2016.comp.603456,2016.comp.631,1
18340,2016.comp.603456,2016.comp.603456,20
18341,2018.comp.300347,2018.comp.2003,1
18342,2018.comp.300347,2018.comp.300347,14
18343,2018.comp.603456,2018.comp.603456,18
18344,2020.comp.688266,2020.comp.300347,1
18345,2020.comp.688266,2020.comp.688266,19
18346,2020.comp.688266,2020.comp.300841,1
18347,2020.comp.300351,2020.comp.603040,1
18348,2020.comp.300351,2020.comp.300351,18
18349,2020.comp.300351,2020.comp.2071,1
18350,2020.comp.688390,2020.comp.688390,13
18351,2018.comp.300362,2018.comp.300362,17
18352,2018.comp.601158,2018.comp.601158,16
18353,2018.comp.601158,2018.comp.600129,1
18354,2018.comp.601158,2018.comp.514,1
18355,2015.comp.300369,2015.comp.300369,21
18356,2018.comp.300370,2018.comp.300370,18
18357,2017.comp.300378,2017.comp.34,1
18358,2017.comp.300378,2017.comp.555,2
18359,2017.comp.300378,2017.comp.46,1
18360,2017.comp.300378,2017.comp.300378,22
18361,2017.comp.300378,2017.comp.300549,1
18362,2017.comp.300378,2017.comp.600570,1
18363,2017.comp.300549,2017.comp.300378,1
18364,2017.comp.300549,2017.comp.300549,15
18365,2018.comp.300378,2018.comp.555,2
18366,2018.comp.300378,2018.comp.300378,14
18367,2018.comp.300378,2018.comp.300549,1
18368,2018.comp.300549,2018.comp.300378,1
18369,2018.comp.300549,2018.comp.300549,15
18370,2016.comp.300384,2016.comp.2246,1
18371,2016.comp.300384,2016.comp.300034,1
18372,2016.comp.300384,2016.comp.300384,15
18373,2016.comp.300384,2016.comp.703,1
18374,2016.comp.300384,2016.comp.601996,1
18375,2016.comp.703,2016.comp.45,1
18376,2016.comp.703,2016.comp.300384,1
18377,2016.comp.703,2016.comp.703,17
18378,2016.comp.703,2016.comp.600705,1
18379,2019.comp.300389,2019.comp.2130,1
18380,2019.comp.300389,2019.comp.300389,26
18381,2019.comp.300389,2019.comp.300400,1
18382,2019.comp.300400,2019.comp.300389,1
18383,2019.comp.300400,2019.comp.300400,17
18384,2019.comp.300390,2019.comp.300390,16
18385,2019.comp.300390,2019.comp.300680,1
18386,2019.comp.300390,2019.comp.603017,1
18387,2014.comp.300402,2014.comp.300402,29
18388,2014.comp.600456,2014.comp.600456,27
18389,2015.comp.300402,2015.comp.300402,18
18390,2015.comp.600456,2015.comp.2096,1
18391,2015.comp.600456,2015.comp.600456,20
18392,2016.comp.300402,2016.comp.2182,1
18393,2016.comp.300402,2016.comp.2608,1
18394,2016.comp.300402,2016.comp.300402,21
18395,2016.comp.600456,2016.comp.600456,22
18396,2016.comp.600456,2016.comp.600155,1
18397,2017.comp.300402,2017.comp.2182,1
18398,2017.comp.300402,2017.comp.300402,22
18399,2017.comp.600456,2017.comp.2096,1
18400,2017.comp.600456,2017.comp.600456,21
18401,2018.comp.300402,2018.comp.300402,21
18402,2018.comp.600456,2018.comp.2096,1
18403,2018.comp.600456,2018.comp.600456,24
18404,2018.comp.600456,2018.comp.600155,1
18405,2019.comp.300402,2019.comp.300402,20
18406,2019.comp.600456,2019.comp.600456,19
18407,2019.comp.600456,2019.comp.600155,1
18408,2020.comp.300402,2020.comp.2608,1
18409,2020.comp.300402,2020.comp.768,1
18410,2020.comp.300402,2020.comp.300402,25
18411,2020.comp.600456,2020.comp.600456,18
18412,2020.comp.600456,2020.comp.600155,1
18413,2020.comp.600456,2020.comp.603986,1
18414,2016.comp.300413,2016.comp.600633,1
18415,2016.comp.300413,2016.comp.603588,1
18416,2016.comp.300413,2016.comp.300413,21
18417,2016.comp.2445,2016.comp.839,1
18418,2016.comp.2445,2016.comp.2445,23
18419,2016.comp.2445,2016.comp.600682,1
18420,2016.comp.2445,2016.comp.600406,1
18421,2020.comp.300425,2020.comp.2672,1
18422,2020.comp.300425,2020.comp.778,1
18423,2020.comp.300425,2020.comp.300425,22
18424,2015.comp.300427,2015.comp.2626,1
18425,2015.comp.300427,2015.comp.300427,14
18426,2017.comp.300427,2017.comp.200512,1
18427,2017.comp.300427,2017.comp.300427,20
18428,2017.comp.600580,2017.comp.600580,19
18429,2017.comp.600580,2017.comp.600023,2
18430,2017.comp.600580,2017.comp.600173,1
18431,2017.comp.600580,2017.comp.600570,1
